work_year,experience_level,employment_type,job_title,employee_residence,remote_ratio,company_location,company_size,salary_in_usd
2022,MI,FT,Data Scientist,US,100,US,M,120000
2022,SE,FT,Machine Learning Engineer,AE,100,AE,S,120000
2022,SE,FT,Machine Learning Engineer,AE,100,AE,S,65000
2022,EX,FT,Data Engineer,US,100,US,M,324000
2022,EX,FT,Data Engineer,US,100,US,M,216000
2022,SE,FT,Data Engineer,US,100,US,M,210000
2022,SE,FT,Machine Learning Engineer,US,100,US,M,120000
2022,SE,FT,Data Scientist,US,100,US,M,230000
2022,EN,PT,Data Scientist,DZ,50,DZ,M,100000
2022,MI,FL,Data Scientist,CA,100,US,M,100000
2022,EN,CT,Applied Machine Learning Scientist,TN,100,CZ,M,31875
2022,SE,FT,Head of Data,MY,100,US,M,200000
2022,MI,FT,Principal Data Analyst,CA,100,CA,S,75000
2022,MI,FT,Data Scientist,PL,100,PL,L,35590
2022,SE,FT,Machine Learning Developer,CA,100,CA,M,78791
2022,SE,FT,Data Scientist,BR,100,US,M,100000
2022,MI,FT,Machine Learning Scientist,US,50,US,M,153000
2022,EN,FT,Data Engineer,PK,100,DE,M,58035
2022,SE,FT,Data Scientist,US,100,US,M,165000
2022,SE,FT,Research Scientist,FR,50,FR,L,93427
2022,EN,FT,Data Scientist,CA,100,CA,L,52396
2022,SE,FT,Machine Learning Engineer,NL,100,NL,L,62651
2022,MI,FT,Head of Data,EE,100,EE,S,32974
2022,EN,FT,Data Scientist,JP,100,MY,L,40000
2022,MI,FT,Machine Learning Engineer,AU,100,AU,L,87425
2022,SE,FT,Data Engineer,US,100,US,M,115000
2022,EN,FT,Data Scientist,AU,50,AU,M,86703
2022,MI,FT,Applied Machine Learning Scientist,BO,100,US,L,75000
2022,MI,FT,Research Scientist,AT,0,AT,L,64849
2022,EN,FT,Research Scientist,US,100,US,L,120000
2022,MI,FT,Applied Data Scientist,US,100,US,L,157000
2022,EN,FT,Computer Vision Software Engineer,AU,100,AU,S,150000
2022,MI,FT,Business Data Analyst,CA,50,CA,L,70912
2022,EN,FT,Data Engineer,US,100,US,S,65000
2022,SE,FT,Machine Learning Engineer,IE,100,IE,S,71444
2022,EN,FT,Data Analytics Engineer,PK,0,PK,M,20000
2022,MI,FT,Data Scientist,RU,100,US,S,48000
2022,SE,FT,Data Science Manager,US,100,US,M,152500
2022,MI,FT,Data Engineer,FR,100,FR,M,68147
2022,MI,FT,Data Scientist,CH,0,CH,L,122346
2022,SE,FT,Applied Data Scientist,US,100,US,L,380000
2022,MI,FT,Data Scientist,CA,100,CA,M,69336
2022,EN,FT,Computer Vision Engineer,PT,100,LU,M,10000
2022,MI,FT,Data Analyst,GR,100,GR,S,20000
2022,SE,FT,Data Analytics Lead,US,100,US,L,405000
2022,MI,FT,Data Scientist,US,100,US,L,135000
2022,SE,FT,Applied Data Scientist,US,100,US,L,177000
2022,MI,FT,Data Scientist,US,100,US,M,78000
2022,SE,FT,Data Analyst,US,100,US,M,135000
2022,SE,FT,Data Analyst,US,100,US,M,100000
2022,SE,FT,Data Analyst,US,100,US,M,90320
2022,MI,FT,Data Analyst,CA,0,CA,M,85000
2022,MI,FT,Data Analyst,CA,0,CA,M,75000
2022,SE,FT,Machine Learning Engineer,US,100,US,M,214000
2022,SE,FT,Machine Learning Engineer,US,100,US,M,192600
2022,SE,FT,Data Architect,US,100,US,M,266400
2022,SE,FT,Data Architect,US,100,US,M,213120
2022,SE,FT,Data Analyst,US,100,US,M,112900
2022,SE,FT,Data Engineer,US,100,US,M,155000
2022,MI,FT,Data Scientist,US,0,US,M,141300
2022,MI,FT,Data Scientist,US,0,US,M,102100
2022,SE,FT,Data Analyst,US,100,US,M,115934
2022,SE,FT,Data Analyst,US,100,US,M,81666
2022,MI,FT,Data Engineer,US,0,US,M,206699
2022,MI,FT,Data Engineer,US,0,US,M,99100
2022,SE,FT,Data Engineer,US,100,US,M,130000
2022,SE,FT,Data Engineer,US,100,US,M,115000
2022,SE,FT,Data Engineer,US,100,US,M,110500
2022,SE,FT,Data Engineer,US,100,US,M,130000
2022,SE,FT,Data Analyst,US,100,US,M,99050
2022,SE,FT,Data Engineer,US,100,US,M,160000
2022,SE,FT,Data Scientist,US,0,US,L,205300
2022,SE,FT,Data Scientist,US,0,US,L,140400
2022,SE,FT,Data Scientist,US,100,US,M,176000
2022,SE,FT,Data Scientist,US,100,US,M,144000
2022,SE,FT,Data Engineer,US,100,US,M,200100
2022,SE,FT,Data Engineer,US,100,US,M,160000
2022,SE,FT,Data Engineer,US,100,US,M,145000
2022,SE,FT,Data Engineer,US,0,US,M,70500
2022,SE,FT,Data Scientist,US,0,US,M,205300
2022,SE,FT,Data Scientist,US,0,US,M,140400
2022,SE,FT,Analytics Engineer,US,0,US,M,205300
2022,SE,FT,Analytics Engineer,US,0,US,M,184700
2022,SE,FT,Data Engineer,US,100,US,M,175100
2022,SE,FT,Data Engineer,US,100,US,M,140250
2022,SE,FT,Data Analyst,US,100,US,M,116150
2022,SE,FT,Data Engineer,US,0,US,M,54000
2022,SE,FT,Data Analyst,US,100,US,M,170000
2022,MI,FT,Data Analyst,GB,0,GB,M,65438
2022,SE,FT,Data Analyst,US,100,US,M,80000
2022,SE,FT,Data Scientist,US,100,US,M,140000
2022,SE,FT,Data Scientist,US,100,US,M,210000
2022,SE,FT,Data Scientist,US,100,US,M,140000
2022,SE,FT,Data Analyst,US,100,US,M,100000
2022,SE,FT,Data Analyst,US,100,US,M,69000
2022,SE,FT,Data Scientist,US,100,US,M,210000
2022,SE,FT,Data Scientist,US,100,US,M,140000
2022,SE,FT,Data Scientist,US,100,US,M,210000
2022,SE,FT,Data Analyst,US,100,US,M,150075
2022,SE,FT,Data Engineer,US,100,US,M,100000
2022,SE,FT,Data Engineer,US,100,US,M,25000
2022,SE,FT,Data Analyst,US,100,US,M,126500
2022,SE,FT,Data Analyst,US,100,US,M,106260
2022,SE,FT,Data Engineer,US,100,US,M,220110
2022,SE,FT,Data Engineer,US,100,US,M,160080
2022,SE,FT,Data Analyst,US,100,US,M,105000
2022,SE,FT,Data Analyst,US,100,US,M,110925
2022,MI,FT,Data Analyst,GB,0,GB,M,45807
2022,SE,FT,Data Scientist,US,100,US,M,140000
2022,SE,FT,Data Analyst,US,0,US,M,99000
2022,SE,FT,Data Analyst,US,100,US,M,60000
2022,SE,FT,Data Architect,US,100,US,M,192564
2022,SE,FT,Data Architect,US,100,US,M,144854
2022,SE,FT,Data Scientist,US,100,US,M,230000
2022,SE,FT,Data Scientist,US,100,US,M,150000
2022,SE,FT,Data Analytics Manager,US,100,US,M,150260
2022,SE,FT,Data Analytics Manager,US,100,US,M,109280
2022,SE,FT,Data Scientist,US,100,US,M,210000
2022,SE,FT,Data Analyst,US,100,US,M,170000
2022,MI,FT,Data Scientist,US,100,US,M,160000
2022,MI,FT,Data Scientist,US,100,US,M,130000
2022,EN,FT,Data Analyst,CA,0,CA,M,67000
2022,EN,FT,Data Analyst,CA,0,CA,M,52000
2022,SE,FT,Data Engineer,US,100,US,M,154000
2022,SE,FT,Data Engineer,US,100,US,M,126000
2022,SE,FT,Data Analyst,US,0,US,M,129000
2022,SE,FT,Data Analyst,US,100,US,M,150000
2022,MI,FT,AI Scientist,IN,100,US,L,200000
